ID REG,FAC NAME,JENIS PRODUK,TGL TERBIT,ALAMAT PU
515428,BPJPH SEHATI,B0001,2/12/2023 0:00,"DSN SEMAMBUNG, RT/RW -, KRIKILAN, DRIYOREJO"
515752,BPJPH SEHATI,A0014,2/12/2023 0:00,"SUMENGKO KRAJAN, RT/RW -, SUMENGKO, WRINGINANOM"
515985,BPJPH SEHATI,A0016,2/12/2023 0:00,"SUMENGKO UTARA, RT/RW -, SUMENGKO, WRINGINANOM"
453231,BPJPH SEHATI,A0007,2/15/2023 0:00,"JL. KARANGMENJANGAN 2 NO. 19, RT/RW -, MOJO, GUBENG"
483058,BPJPH SEHATI,A0011,2/16/2023 0:00,"DSN. KERAMAT BARU DS. GELAM, RT/RW -, GELAM, TAMBAK"
533228,BPJPH SEHATI,A0006,2/17/2023 0:00,"SUMENGKO , RT/RW -, SUMENGKO, WRINGINANOM"
532738,BPJPH SEHATI,B0001,2/17/2023 0:00,"SUMENGKO UTARA, RT/RW -, SUMENGKO, WRINGINANOM"
523394,BPJPH SEHATI,A0012,2/18/2023 0:00,"JL. BANJAR BARU, RT/RW -, SUKOMULYO, MANYAR"
548940,BPJPH SEHATI,A0007,2/21/2023 0:00,"JL. SUMUR MAKAM, RT/RW -, SUKOMULYO, MANYAR"
546036,BPJPH SEHATI,A0014,2/21/2023 0:00,"DUSUN MAGERSARI, RT/RW -, BOTENG, MENGANTI"
551135,BPJPH SEHATI,A0007,2/22/2023 0:00,"JL. SAMARINDA I / 62 , RT/RW -, SUKOMULYO, MANYAR"
553426,BPJPH SEHATI,B0001,2/22/2023 0:00,"DUSUN SUMENGKO KRAJAN, RT/RW -, SUMENGKO, WRINGINANOM"
558456,BPJPH SEHATI,B0001,2/23/2023 0:00,"DUSUN TADO, RT/RW -, SINGKALAN, BALONGBENDO"
573564,BPJPH SEHATI,A0014,2/27/2023 0:00,"KERAMAT BARU GELAM, RT/RW -, GELAM, TAMBAK"
564997,BPJPH SEHATI,A0014,2/27/2023 0:00,"PERUM.MARS MENGANTI REGENCY BLOK O-19 HULAAN, RT/RW -, HULAAN, MENGANTI"
573606,BPJPH SEHATI,A0014,2/28/2023 0:00,"DSN KERAMAT BARU, KEC.TAMBAK , RT/RW -, GELAM, TAMBAK"
323955,BPJPH SEHATI,A0012,3/1/2023 0:00,"JL. KENANGA I NO. 22, RT/RW -, KEBUN BUNGA, BANJARMASIN TIMUR"
582328,BPJPH SEHATI,A0007,3/3/2023 0:00,"PALEBON RT/RW 001/001 DUDUKSAMPEYAN GRESIK , RT/RW -, PALEBON, DUDUKSAMPEYAN"
600696,BPJPH SEHATI,A0016,3/4/2023 0:00,"DUSUN DOHOAGUNG , RT/RW -, DOHOAGUNG, BALONGPANGGANG"
573570,BPJPH SEHATI,A0009,3/6/2023 0:00,"DSN TAMBAK BARAT, KEC. TAMBAK. KAB. GRESIK, RT/RW -, TAMBAK, TAMBAK"
532406,BPJPH SEHATI,B0001,3/6/2023 0:00,"BABADAN RUKUN NO.81, RT/RW -, DUPAK, KREMBANGAN"
608682,BPJPH SEHATI,A0004,3/7/2023 0:00,"DSN.LEGUNDI , RT/RW -, KEPUHLEGUNDI, TAMBAK"
608978,BPJPH SEHATI,A0009,3/7/2023 0:00,"DSN. DUKUH, RT/RW -, DIPONGGO, TAMBAK"
609269,BPJPH SEHATI,A0007,3/7/2023 0:00,"DSN.TAMBAK BARAT, RT/RW -, TAMBAK, TAMBAK"
559600,BPJPH SEHATI,A0015,3/8/2023 0:00,"NGLARANGAN , RT/RW -, NGLARANGAN, KANOR"
551496,BPJPH SEHATI,A0014,3/8/2023 0:00,"JL. AMD MANUNGGAL II , RT/RW -, MOROBAKUNG, MANYAR"
551236,BPJPH SEHATI,A0014,3/8/2023 0:00,"DUSUN WONOKOYO PERUM MENGANTI INDAH D-2/03, RT/RW -, MENGANTI, MENGANTI"
526049,BPJPH SEHATI,B0001,3/8/2023 0:00,"HULAAN, RT/RW -, HULAAN, MENGANTI"
529441,BPJPH SEHATI,A0007,3/8/2023 0:00,"JL. MANUNGGAL II RT 02 RW 01, RT/RW -, MOROBAKUNG, MANYAR"
613645,BPJPH SEHATI,A0004,3/8/2023 0:00,"KEDUNGANYAR, RT/RW -, KEDUNGANYAR, WRINGINANOM"
529738,BPJPH SEHATI,A0007,3/8/2023 0:00,"AMD 02 MOROBAKUNG, RT/RW -, MOROBAKUNG, MANYAR"
529812,BPJPH SEHATI,A0014,3/8/2023 0:00,"MOROBAKUNG, RT/RW -, MOROBAKUNG, MANYAR"
546064,BPJPH SEHATI,A0014,3/8/2023 0:00,"DUSUN PAKUPARI, RT/RW -, MOJOTENGAH, MENGANTI"
616509,BPJPH SEHATI,A0016,3/9/2023 0:00,"KEDUNGANYAR, RT/RW -, KEDUNGANYAR, WRINGINANOM"
529545,BPJPH SEHATI,B0001,3/9/2023 0:00,"AMD II, RT/RW -, MOROBAKUNG, MANYAR"
551251,BPJPH SEHATI,A0009,3/9/2023 0:00,"AMD 02, RT/RW -, MOROBAKUNG, MANYAR"
526271,BPJPH SEHATI,A0007,3/9/2023 0:00,"DOMAS , RT/RW -, DOMAS, MENGANTI"
526317,BPJPH SEHATI,A0007,3/9/2023 0:00,"DSN BENDIL, RT/RW -, KEPATIHAN, MENGANTI"
529423,BPJPH SEHATI,A0016,3/10/2023 0:00,"JL. AMD II RT. 02 RW. 01, RT/RW -, MOROBAKUNG, MANYAR"
621749,BPJPH SEHATI,A0007,3/10/2023 0:00,"DSN.LABUHAN DS.TANJUNGORI , RT/RW -, TANJUNGORI, TAMBAK"
620007,BPJPH SEHATI,A0009,3/10/2023 0:00,"JL. ARAB JAELANI RT. 04 RW. 02, RT/RW -, BEDANTEN, BUNGAH"
621422,BPJPH SEHATI,A0014,3/10/2023 0:00,"JL. RA KARTINI 59, RT/RW -, SUKOREJO, BUNGAH"
625528,BPJPH SEHATI,A0004,3/11/2023 0:00,"KEBON DUWUR, RT/RW -, NGAWEN, SIDAYU"
626916,BPJPH SEHATI,B0001,3/11/2023 0:00,"MASANGAN 11-A RT.05 RW.03, RT/RW -, MASANGAN, BUNGAH"
396567,BPJPH SEHATI,A0014,3/12/2023 0:00,"DUSUN LEBAK, RT/RW -, INDRODELIK, BUNGAH"
628807,BPJPH SEHATI,A0012,3/12/2023 0:00,"DUSUN LEBAK, RT/RW -, INDRODELIK, BUNGAH"
629333,BPJPH SEHATI,A0014,3/12/2023 0:00,"KERTOSONO, RT/RW -, KERTOSONO, SIDAYU"
627827,BPJPH SEHATI,A0012,3/12/2023 0:00,"RACIWETAN, RT/RW -, RACIWETAN, BUNGAH"
628211,BPJPH SEHATI,A0007,3/12/2023 0:00,"MASANGAN BARAT RT 011 RW 005, RT/RW -, MASANGAN, BUNGAH"
630368,BPJPH SEHATI,A0007,3/12/2023 0:00,"JL RA KARTINI, RT/RW -, SUKOREJO, BUNGAH"
628611,BPJPH SEHATI,A0007,3/12/2023 0:00,"JL. RAYA BANJARSARI ASRI, RT/RW -, BANJARSARI, CERME"
647544,BPJPH SEHATI,A0016,3/15/2023 0:00,"DUDUK SAMPEYAN RT 001 / RW 001, RT/RW -, DUDUKSAMPEYAN, DUDUKSAMPEYAN"
647728,BPJPH SEHATI,A0009,3/15/2023 0:00,"DUDUKSAMPEYAN, RT/RW -, DUDUKSAMPEYAN, DUDUKSAMPEYAN"
647214,BPJPH SEHATI,A0007,3/15/2023 0:00,"IR SUKARNO RT/RW 003/003, RT/RW -, SUNGONLEGOWO, BUNGAH"
644322,BPJPH SEHATI,A0014,3/15/2023 0:00,"MASANGAN TENGAH, RT/RW -, MASANGAN, BUNGAH"
645225,BPJPH SEHATI,A0007,3/15/2023 0:00,"LEKERREJO, RT/RW -, DADAPKUNING, CERME"
647323,BPJPH SEHATI,A0006,3/15/2023 0:00,"DUSUN SAWEN, RT/RW -, TANJUNG, KEDAMEAN"
584140,BPJPH SEHATI,A0014,3/15/2023 0:00,"JL. MENDALAN GANG BELANAK RT.02 RW.02 BANJARMENDALAN LAMONGAN, RT/RW -, BANJARMENDALAN, LAMONGAN"
641794,BPJPH SEHATI,A0014,3/16/2023 0:00,"KRAJAN, RT/RW -, WRINGINANOM, WRINGINANOM"
632351,BPJPH SEHATI,A0014,3/16/2023 0:00,"JL. DHARMAHUSADA PERMAI IX/20, RT/RW /, MULYOREJO, MULYOREJO"
652680,BPJPH SEHATI,B0001,3/16/2023 0:00,"DESA KEDAMEAN, RT/RW -, KEDAMEAN, KEDAMEAN"
650659,BPJPH SEHATI,A0005,3/16/2023 0:00,"JL. PEMUDA, RT/RW -, BEDANTEN, BUNGAH"
652393,BPJPH SEHATI,B0001,3/16/2023 0:00,"DUSUN JURIT, RT/RW -, IKER - IKER GEGER, CERME"
652667,BPJPH SEHATI,A0004,3/16/2023 0:00,"DUSUN MOROWUDI WETAN, RT/RW -, MOROWUDI, CERME"
591661,BPJPH SEHATI,A0012,3/17/2023 0:00,"GANG ANGGREK NO. 35, RT/RW 009/002, KESAMBEN WETAN, DRIYOREJO"
652845,BPJPH SEHATI,B0001,3/17/2023 0:00,"DUNGUS LOR, RT/RW -, DUNGUS, CERME"
653666,BPJPH SEHATI,B0001,3/17/2023 0:00,"DSN. MOROWUDI KULON RT 04 RW 04, RT/RW -, MOROWUDI, CERME"
653697,BPJPH SEHATI,A0007,3/17/2023 0:00,"CERME LOR, RT/RW -, CERME LOR, CERME"
654404,BPJPH SEHATI,B0001,3/17/2023 0:00,"JL. H. RIDLWAN, RT/RW -, BEDANTEN, BUNGAH"
654810,BPJPH SEHATI,A0007,3/17/2023 0:00,"JL. H. RIDLWAN, RT/RW -, BEDANTEN, BUNGAH"
655872,BPJPH SEHATI,A0009,3/17/2023 0:00,"SUNAN GUNUNG JATI 004/008, , RT/RW -, SUNGONLEGOWO, BUNGAH"
662759,BPJPH SEHATI,A0007,3/18/2023 0:00,"DUNGUS LOR, RT/RW -, DUNGUS, CERME"
663670,BPJPH SEHATI,A0004,3/18/2023 0:00,"KESAMBEN KULON, RT/RW -, KESAMBENKULON, WRINGINANOM"
658041,BPJPH SEHATI,A0014,3/18/2023 0:00,"DUSUN LEBAK , RT/RW -, INDRODELIK, BUNGAH"
659167,BPJPH SEHATI,A0014,3/18/2023 0:00,"DUSUN PULOREJO SUKOANYAR CERME, RT/RW -, SUKOANYAR, CERME"
660969,BPJPH SEHATI,B0001,3/18/2023 0:00,"MOROWUDI, RT/RW -, MOROWUDI, CERME"
656844,BPJPH SEHATI,A0010,3/18/2023 0:00,"KRAJAN, RT/RW -, WRINGINANOM, WRINGINANOM"
657698,BPJPH SEHATI,A0004,3/18/2023 0:00,"KRAJAN, RT/RW -, WRINGINANOM, WRINGINANOM"
663741,BPJPH SEHATI,B0001,3/19/2023 0:00,"PASINAN LEMAH PUTIH, RT/RW -, PASINANLEMAHPUTIH, WRINGINANOM"
664008,BPJPH SEHATI,A0006,3/19/2023 0:00,"BABADAN 7/22, RT/RW -, GUNDIH, BUBUTAN"
664110,BPJPH SEHATI,A0007,3/19/2023 0:00,"DSN KALANGAN, RT/RW -, KARANGANDONG, DRIYOREJO"
664758,BPJPH SEHATI,A0014,3/19/2023 0:00,"DSN. DIPONGGO, DS. DIPONGGO, RT/RW -, DIPONGGO, TAMBAK"
664729,BPJPH SEHATI,A0014,3/19/2023 0:00,"TANJUNGGUNUNG, RT/RW -, TANJUNGORI, TAMBAK"
666487,BPJPH SEHATI,A0016,3/19/2023 0:00,"DSN SAWAH LAUT, RT/RW -, SAWAHMULYA, SANGKAPURA"
666942,BPJPH SEHATI,A0007,3/19/2023 0:00,"DSN PATEKEN, RT/RW -, KOTAKUSUMA, SANGKAPURA"
664902,BPJPH SEHATI,A0009,3/19/2023 0:00,"DSN. TAMBAK TENGAH, DS.TAMBAK, RT/RW -, TAMBAK, TAMBAK"
664693,BPJPH SEHATI,A0014,3/19/2023 0:00,"DSN TANJUNG ANYAR, RT/RW -, LEBAK, SANGKAPURA"
665732,BPJPH SEHATI,B0001,3/19/2023 0:00,"KRAJAN, WRINGINANOM, GRESIK, JAWA TIMUR, RT/RW -, WRINGINANOM, WRINGINANOM"
665800,BPJPH SEHATI,A0014,3/19/2023 0:00,"SUMBERGEDE, RT/RW -, SUMBERGEDE, WRINGINANOM"
666023,BPJPH SEHATI,A0001,3/19/2023 0:00,"WRINGINANOM, RT/RW -, WRINGINANOM, WRINGINANOM"
653702,BPJPH SEHATI,A0007,3/19/2023 0:00,"DUSUN BANJARSARI, RT/RW -, BANJARSARI, CERME"
667141,BPJPH SEHATI,A0014,3/20/2023 0:00,"DSN TEGUH, RT/RW -, GUNUNGTEGUH, SANGKAPURA"
670650,BPJPH SEHATI,A0009,3/20/2023 0:00,"DSN DUWAK DEKATAGUNG, RT/RW -, DEKATAGUNG, SANGKAPURA"
671990,BPJPH SEHATI,A0006,3/20/2023 0:00,"DSN TEGUH, RT/RW -, GUNUNGTEGUH, SANGKAPURA"
673601,BPJPH SEHATI,B0001,3/20/2023 0:00,"DSN. MENARA GUNUNG TEGUH, RT/RW -, GUNUNGTEGUH, SANGKAPURA"
673883,BPJPH SEHATI,A0009,3/20/2023 0:00,"DESA KUMALASA, RT/RW -, KUMALASA, SANGKAPURA"
618703,BPJPH SEHATI,A0007,3/20/2023 0:00,"DSN.LABUHAN , RT/RW -, TANJUNGORI, TAMBAK"
671725,BPJPH SEHATI,A0009,3/20/2023 0:00,"DSN.PRAPATTUNGGAL, RT/RW -, DEKATAGUNG, SANGKAPURA"
673139,BPJPH SEHATI,A0014,3/20/2023 0:00,"DSN.TIMUR SUNGAI, RT/RW -, TANJUNGORI, TAMBAK"
678805,BPJPH SEHATI,A0009,3/21/2023 0:00,"DSN.TELUKJATI DS.TELUK JATIDAWANG, RT/RW -, TELUKJATIDAWANG, TAMBAK"
677320,BPJPH SEHATI,A0009,3/21/2023 0:00,"KEBUNDAYA, RT/RW -, SAWAHMULYA, SANGKAPURA"
679456,BPJPH SEHATI,A0009,3/21/2023 0:00,"DS. TAMBAK KERAMAT, DS. TAMBAK, RT/RW -, TAMBAK, TAMBAK"
679707,BPJPH SEHATI,A0009,3/21/2023 0:00,"DSN. TAMBAK TIMUR, RT/RW -, TAMBAK, TAMBAK"
678020,BPJPH SEHATI,B0001,3/21/2023 0:00,"CANGKIR, RT/RW -, CANGKIR, DRIYOREJO"
678691,BPJPH SEHATI,A0004,3/21/2023 0:00,"DUSUN WATES RT 09 RW 02 DESA CANGKIR, RT/RW -, CANGKIR, DRIYOREJO"
679407,BPJPH SEHATI,A0014,3/21/2023 0:00,"DUSUN NGEBRET, RT/RW -, MOROWUDI, CERME"
675989,BPJPH SEHATI,B0001,3/21/2023 0:00,"MASANGAN BARAT NO. 143, RT/RW -, MASANGAN, BUNGAH"
679524,BPJPH SEHATI,A0016,3/21/2023 0:00,"MASANGAN BARAT, RT/RW -, MASANGAN, BUNGAH"
679860,BPJPH SEHATI,B0001,3/21/2023 0:00,"DUSUN MASANGAN TENGAH RT. 08 RW.04, RT/RW -, MASANGAN, BUNGAH"
674452,BPJPH SEHATI,A0014,3/21/2023 0:00,"JL. MASANGAH TENGAH, RT/RW -, MASANGAN, BUNGAH"
674559,BPJPH SEHATI,A0014,3/21/2023 0:00,"JL. MASANGAN BARAT, RT/RW -, MASANGAN, BUNGAH"
675787,BPJPH SEHATI,A0009,3/21/2023 0:00,"DSN.SAWAHLAUT, RT/RW -, SAWAHMULYA, SANGKAPURA"
677212,BPJPH SEHATI,A0010,3/21/2023 0:00,"DSN.BOOM, RT/RW -, SAWAHMULYA, SANGKAPURA"
674281,BPJPH SEHATI,B0001,3/21/2023 0:00,"DUSUN KRAJAN, RT/RW -, WRINGINANOM, WRINGINANOM"
677813,BPJPH SEHATI,A0009,3/21/2023 0:00,"DSN. LAUT SUNGAI, DS. SAWAH MULYA, RT/RW -, SAWAHMULYA, SANGKAPURA"
679653,BPJPH SEHATI,A0007,3/21/2023 0:00,"DSN. TAMBAK BARAT, KEC. TAMBAK, BAWEAN, KAB. GRESIK, RT/RW -, TAMBAK, TAMBAK"
680231,BPJPH SEHATI,A0010,3/22/2023 0:00,"DSN. LAUTSUNGAI, RT/RW -, SAWAHMULYA, SANGKAPURA"
680258,BPJPH SEHATI,B0001,3/22/2023 0:00,"DSN. KARANGASEM, RT/RW -, KARANGANDONG, DRIYOREJO"
680414,BPJPH SEHATI,A0014,3/22/2023 0:00,"SULTAN AGUNG RT 03 RW 04, RT/RW -, SUNGONLEGOWO, BUNGAH"
682750,BPJPH SEHATI,A0006,3/22/2023 0:00,"DUDUKSAMPEYAN, RT/RW -, DUDUKSAMPEYAN, DUDUKSAMPEYAN"
680653,BPJPH SEHATI,A0016,3/22/2023 0:00,"MASANGAN RT. 01 RW. 01, RT/RW -, MASANGAN, BUNGAH"
680891,BPJPH SEHATI,A0009,3/22/2023 0:00,"MASANGAN BARAT RT.13 RW.06, RT/RW -, MASANGAN, BUNGAH"
681132,BPJPH SEHATI,A0014,3/22/2023 0:00,"MASANGAN BARAT 47 RT. 11 RW. 05, RT/RW -, MASANGAN, BUNGAH"
681318,BPJPH SEHATI,A0016,3/22/2023 0:00,"MASANGAN TENGAH RT 007 RW 003, RT/RW -, MASANGAN, BUNGAH"
681525,BPJPH SEHATI,A0006,3/22/2023 0:00,"MASANGAN TENGAH NO. 150, RT/RW -, MASANGAN, BUNGAH"
682199,BPJPH SEHATI,A0016,3/22/2023 0:00,"MASANGAN BARAT RT.11 RW.05, RT/RW -, MASANGAN, BUNGAH"
682520,BPJPH SEHATI,A0007,3/22/2023 0:00,"MASANGAN BARAT RT 011 RW 05 BUNGAH GRESIK, RT/RW -, MASANGAN, BUNGAH"
680357,BPJPH SEHATI,B0001,3/22/2023 0:00,"KRAJAN RT. 004 RW. 005, RT/RW -, WRINGINANOM, WRINGINANOM"
680525,BPJPH SEHATI,A0006,3/22/2023 0:00,"SUMBERAME, RT/RW -, SUMBERAME, WRINGINANOM"
681472,BPJPH SEHATI,A0006,3/22/2023 0:00,"DSN. KRAJAN DS. WRINGINANOM GRESIK , RT/RW -, WRINGINANOM, WRINGINANOM"
683343,BPJPH SEHATI,A0016,3/23/2023 0:00,"BURENG KIDUL, RT/RW -, KEDUNGANYAR, WRINGINANOM"
683661,BPJPH SEHATI,A0014,3/23/2023 0:00,"DUSUN JUBEL, RT/RW -, KEDUNGANYAR, WRINGINANOM"
686649,BPJPH SEHATI,A0014,3/23/2023 0:00,"PALEMWATU, RT/RW -, PELEMWATU, MENGANTI"
685112,BPJPH SEHATI,A0004,3/23/2023 0:00,"JUWET, RT/RW -, WRINGINANOM, WRINGINANOM"
685814,BPJPH SEHATI,B0001,3/23/2023 0:00,"SEDATI, RT/RW -, KUMITIR, JATIREJO"
685391,BPJPH SEHATI,B0001,3/23/2023 0:00,"DSN.KEBUNDAYA, RT/RW -, SAWAHMULYA, SANGKAPURA"
689918,BPJPH SEHATI,A0016,3/24/2023 0:00,"DSN. KEDUNGSUMBER TIMUR, RT/RW -, KEDUNGSUMBER, BALONGPANGGANG"
691179,BPJPH SEHATI,A0007,3/24/2023 0:00,"DUSUN KEDUNGSARI, RT/RW -, KEDUNGPRING, BALONGPANGGANG"
691432,BPJPH SEHATI,A0016,3/24/2023 0:00,"DUSUN TLOGOGEDE, RT/RW -, NGASIN, BALONGPANGGANG"
691478,BPJPH SEHATI,A0007,3/24/2023 0:00,"DSN. KRAJAN, RT/RW -, WRINGINANOM, WRINGINANOM"
687262,BPJPH SEHATI,A0014,3/24/2023 0:00,"KRAJAN, RT/RW -, WRINGINANOM, WRINGINANOM"
688357,BPJPH SEHATI,B0001,3/24/2023 0:00,"MASANGAN TENGAH NO.51 RT 008 RW 004 MASANGAN , RT/RW -, MASANGAN, BUNGAH"
695387,BPJPH SEHATI,A0014,3/25/2023 0:00,"RANDUSONGO, RT/RW -, KESAMBENKULON, WRINGINANOM"
694982,BPJPH SEHATI,A0007,3/25/2023 0:00,"MASKUMAMBANG, RT/RW -, BEDANTEN, BUNGAH"
693490,BPJPH SEHATI,A0016,3/25/2023 0:00,"JL. PASAR PON , RT/RW -, BEDANTEN, BUNGAH"
689775,BPJPH SEHATI,B0001,3/25/2023 0:00,"JALAN SATELIT UTARA III/DT 16, RT/RW 009/003, TANJUNGSARI, SUKOMANUNGGAL"
673021,BPJPH SEHATI,A0007,3/25/2023 0:00,"CENTRE VIEW BLOK B NO.10, RT/RW -, TAMAN BALOI, BATAM KOTA"
694429,BPJPH SEHATI,A0014,3/25/2023 0:00,"GELAM SLTAN, RT/RW -, GELAM, TAMBAK"
695922,BPJPH SEHATI,A0009,3/25/2023 0:00,"DUSUN GELAM, RT/RW -, GELAM, TAMBAK"
695743,BPJPH SEHATI,B0001,3/26/2023 0:00,"DSN TLOGORINGIN, RT/RW 2/1, TLOGOSADANG, PACIRAN"
697783,BPJPH SEHATI,B0001,3/26/2023 0:00,"DUSUN MASANGAN BARAT, RT/RW -, MASANGAN, BUNGAH"
698142,BPJPH SEHATI,A0007,3/26/2023 0:00,"QOMARUDDIN, RT/RW -, SUNGONLEGOWO, BUNGAH"
697522,BPJPH SEHATI,A0006,3/26/2023 0:00,"DUSUN KEDUNGSUMBERBARAT, RT/RW -, KEDUNGSUMBER, BALONGPANGGANG"
697672,BPJPH SEHATI,A0014,3/26/2023 0:00,"DUSUN DUKUH, RT/RW -, BRANGKAL, BALONGPANGGANG"
698049,BPJPH SEHATI,A0007,3/26/2023 0:00,"KEDUNG WATU RT 001 RW 002, RT/RW -, KEDUNGSUMBER, BALONGPANGGANG"
669244,BPJPH SEHATI,B0001,3/26/2023 0:00,"JL. MASPATI V / 90-B, RT/RW -, BUBUTAN, BUBUTAN"
698729,BPJPH SEHATI,A0009,3/26/2023 0:00,"SISIR TIMUR, RT/RW -, TANJUNG WIDORO, BUNGAH"
699600,BPJPH SEHATI,A0009,3/26/2023 0:00,"JALAN SULTAN AGUNG TIMUR RT. 03 RW. 04, RT/RW -, SUNGONLEGOWO, BUNGAH"
704829,BPJPH SEHATI,A0014,3/27/2023 0:00,"JL. SULTAN HASANUDDIN BARAT, RT/RW -, SUNGONLEGOWO, BUNGAH"
705194,BPJPH SEHATI,A0006,3/27/2023 0:00,"JL. SAYYID AL KHUSAINI BEDANTEN BUNGAH, RT/RW -, BEDANTEN, BUNGAH"
704770,BPJPH SEHATI,A0014,3/27/2023 0:00,"KARANGPILANG, RT/RW -, NGAMPEL, BALONGPANGGANG"
705570,BPJPH SEHATI,A0006,3/27/2023 0:00,"MANUKAN LOR , RT/RW -, BANJAR SUGIHAN, TANDES"
